p,d_40,eabc_p,e_d,a_d,b_d,c_d,omega_d,shell_d,H_d,E_d
82067,82027,C,0,1,0,1,2,0,0.5,1.0
82073,82033,A,0,0,2,0,2,0,1.0,-0.0
82129,82089,E,0,0,2,0,4,2,1.0,-0.0
82139,82099,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
82141,82101,E,0,0,1,0,2,1,1.0,-0.0
82153,82113,E,0,1,1,0,3,1,0.5,1.0
82163,82123,C,0,1,0,1,2,0,0.5,1.0
82171,82131,B,0,0,1,1,3,1,0.5,1.0
82183,82143,B,0,0,1,0,3,2,1.0,-0.0
82189,82149,E,0,1,1,0,3,1,0.5,1.0
82193,82153,A,1,0,0,0,1,0,1.0,-0.0
82207,82167,B,1,1,0,0,3,1,0.5,1.0
82217,82177,A,2,0,0,0,2,0,1.0,-0.0
82219,82179,B,1,0,0,1,4,2,0.5,1.0
82223,82183,C,0,0,1,0,1,0,1.0,-0.0
82231,82191,B,1,0,0,0,2,1,1.0,-0.0
82237,82197,E,1,0,0,0,3,2,1.0,-0.0
82241,82201,A,0,0,2,0,2,0,1.0,-0.0
82261,82221,E,0,0,0,1,2,1,1.0,-0.0
82267,82227,B,1,0,0,0,2,1,1.0,-0.0
82279,82239,B,0,0,1,1,3,1,0.5,1.0
82301,82261,A,1,0,0,0,1,0,1.0,-0.0
82307,82267,C,0,0,1,0,1,0,1.0,-0.0
82339,82299,B,0,0,2,0,3,1,1.0,-0.0
82349,82309,A,0,2,0,0,2,0,1.0,-0.0
82351,82311,B,0,1,0,0,2,1,1.0,-0.0
82361,82321,A,0,0,0,2,2,0,1.0,-0.0
82373,82333,A,0,2,0,0,2,0,1.0,-0.0
82387,82347,B,0,1,0,0,2,1,1.0,-0.0
82393,82353,E,1,0,1,0,3,1,0.5,1.0
82421,82381,A,2,0,0,0,2,0,1.0,-0.0
82457,82417,A,2,0,0,0,2,0,1.0,-0.0
82463,82423,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
82469,82429,A,0,0,2,0,2,0,1.0,-0.0
82471,82431,B,0,0,1,1,5,3,0.5,1.0
82483,82443,B,1,0,0,0,2,1,1.0,-0.0
82487,82447,C,0,1,0,1,2,0,0.5,1.0
82493,82453,A,0,0,2,0,2,0,1.0,-0.0
82499,82459,C,1,0,1,0,2,0,0.5,1.0
82507,82467,B,0,1,2,1,6,2,0.375,1.5
82529,82489,A,0,0,0,2,2,0,1.0,-0.0
82531,82491,B,0,0,1,1,3,1,0.5,1.0
82549,82509,E,0,1,1,0,3,1,0.5,1.0
82559,82519,C,0,1,0,1,2,0,0.5,1.0
82561,82521,E,0,2,0,0,4,2,1.0,-0.0
82567,82527,B,0,1,0,0,2,1,1.0,-0.0
82571,82531,C,0,0,1,0,1,0,1.0,-0.0
82591,82551,B,0,0,2,0,3,1,1.0,-0.0
82601,82561,A,1,0,0,0,1,0,1.0,-0.0
82609,82569,E,0,1,0,1,3,1,0.5,1.0
82613,82573,A,0,0,0,2,2,0,1.0,-0.0
82619,82579,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
82633,82593,E,0,0,2,1,6,3,0.5555555555555556,0.9182958340544896
82651,82611,B,0,1,1,0,4,2,0.5,1.0
82657,82617,E,0,0,0,1,2,1,1.0,-0.0
82699,82659,B,0,0,0,2,3,1,1.0,-0.0
82721,82681,A,0,2,0,0,2,0,1.0,-0.0
82723,82683,B,0,0,1,0,3,2,1.0,-0.0
82727,82687,C,0,1,0,1,2,0,0.5,1.0
82729,82689,E,0,1,1,0,3,1,0.5,1.0
82757,82717,A,2,0,0,0,2,0,1.0,-0.0
82759,82719,B,1,1,1,0,5,2,0.3333333333333333,1.584962500721156
82763,82723,C,0,0,1,0,1,0,1.0,-0.0
82781,82741,A,2,0,0,0,2,0,1.0,-0.0
82787,82747,C,1,0,1,0,2,0,0.5,1.0
82793,82753,A,0,0,0,2,2,0,1.0,-0.0
82799,82759,C,0,0,1,0,1,0,1.0,-0.0
82811,82771,C,1,0,1,0,2,0,0.5,1.0
82813,82773,E,1,1,0,0,4,2,0.5,1.0
82837,82797,E,2,0,0,1,4,1,0.5555555555555556,0.9182958340544896
82847,82807,C,0,1,0,1,2,0,0.5,1.0
82883,82843,C,1,0,1,0,2,0,0.5,1.0
82889,82849,A,2,0,0,0,2,0,1.0,-0.0
82891,82851,B,0,1,0,0,2,1,1.0,-0.0
82903,82863,B,0,0,1,1,7,5,0.5,1.0
82913,82873,A,0,0,2,0,2,0,1.0,-0.0
82939,82899,B,1,0,1,0,4,2,0.5,1.0
82963,82923,B,0,0,1,1,3,1,0.5,1.0
82981,82941,E,0,0,0,1,2,1,1.0,-0.0
82997,82957,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
83003,82963,C,0,0,1,0,1,0,1.0,-0.0
83009,82969,A,0,2,0,0,2,0,1.0,-0.0
83023,82983,B,0,0,2,0,3,1,1.0,-0.0
83047,83007,B,0,1,0,1,4,2,0.5,1.0
83059,83019,B,1,0,0,0,2,1,1.0,-0.0
83063,83023,C,0,0,1,0,1,0,1.0,-0.0
83071,83031,B,1,1,0,0,3,1,0.5,1.0
83077,83037,E,0,1,0,1,3,1,0.5,1.0
83089,83049,E,0,0,2,1,4,1,0.5555555555555556,0.9182958340544896
83093,83053,A,1,0,0,2,3,0,0.5555555555555556,0.9182958340544896
83101,83061,E,0,0,0,2,4,2,1.0,-0.0
83117,83077,A,1,0,0,0,1,0,1.0,-0.0
83137,83097,E,0,0,1,1,4,2,0.5,1.0
83177,83137,A,1,0,0,0,1,0,1.0,-0.0
83203,83163,B,0,0,2,0,3,1,1.0,-0.0
83207,83167,C,2,0,1,0,3,0,0.5555555555555556,0.9182958340544896
83219,83179,C,1,0,1,0,2,0,0.5,1.0
83221,83181,E,0,2,1,0,4,1,0.5555555555555556,0.9182958340544896
83227,83187,B,1,0,1,0,6,4,0.5,1.0
83231,83191,C,0,1,0,1,2,0,0.5,1.0
83233,83193,E,1,0,0,1,3,1,0.5,1.0
83243,83203,C,0,0,1,0,1,0,1.0,-0.0
83257,83217,E,0,0,1,0,2,1,1.0,-0.0
83267,83227,C,0,0,1,0,1,0,1.0,-0.0
83269,83229,E,0,0,0,1,2,1,1.0,-0.0
83273,83233,A,1,0,0,0,1,0,1.0,-0.0
83299,83259,B,0,2,0,1,5,2,0.5555555555555556,0.9182958340544896
83311,83271,B,0,2,0,0,3,1,1.0,-0.0
83339,83299,C,0,0,1,0,1,0,1.0,-0.0
83341,83301,E,0,0,0,1,2,1,1.0,-0.0
83357,83317,A,2,2,0,0,4,0,0.5,1.0
83383,83343,B,2,0,0,0,3,1,1.0,-0.0
83389,83349,E,0,0,3,0,8,5,1.0,-0.0
83399,83359,C,1,0,1,0,2,0,0.5,1.0
83401,83361,E,1,0,1,0,3,1,0.5,1.0
83407,83367,B,1,0,0,1,4,2,0.5,1.0
83417,83377,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
83423,83383,C,0,0,1,0,1,0,1.0,-0.0
83431,83391,B,0,0,3,1,5,1,0.625,0.8112781244591328
83437,83397,E,0,0,1,0,2,1,1.0,-0.0
83443,83403,B,0,1,0,0,4,3,1.0,-0.0
83449,83409,E,0,0,0,1,2,1,1.0,-0.0
83459,83419,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
83471,83431,C,0,0,1,0,1,0,1.0,-0.0
83477,83437,A,1,0,0,0,1,0,1.0,-0.0
83497,83457,E,0,1,0,1,5,3,0.5,1.0
83537,83497,A,1,0,0,0,1,0,1.0,-0.0
83557,83517,E,1,1,1,0,4,1,0.3333333333333333,1.584962500721156
83561,83521,A,0,4,0,0,4,0,1.0,-0.0
83563,83523,B,0,0,0,2,3,1,1.0,-0.0
83579,83539,C,1,0,1,0,2,0,0.5,1.0
83591,83551,C,1,0,1,0,2,0,0.5,1.0
83597,83557,A,1,0,0,0,1,0,1.0,-0.0
83609,83569,A,2,0,0,0,2,0,1.0,-0.0
83617,83577,E,1,0,1,0,3,1,0.5,1.0
83621,83581,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
83639,83599,C,0,1,0,1,2,0,0.5,1.0
83641,83601,E,0,0,2,0,4,2,1.0,-0.0
83653,83613,E,0,1,0,1,3,1,0.5,1.0
83663,83623,C,0,1,0,1,2,0,0.5,1.0
83689,83649,E,0,0,1,0,2,1,1.0,-0.0
83701,83661,E,0,1,1,0,3,1,0.5,1.0
83717,83677,A,0,0,0,2,2,0,1.0,-0.0
83719,83679,B,0,1,0,0,2,1,1.0,-0.0
83737,83697,E,1,0,0,1,3,1,0.5,1.0
83761,83721,E,0,0,1,2,4,1,0.5555555555555556,0.9182958340544896
83773,83733,E,1,1,1,0,4,1,0.3333333333333333,1.584962500721156
83777,83737,A,1,0,0,0,1,0,1.0,-0.0
83791,83751,B,0,1,0,0,2,1,1.0,-0.0
83813,83773,A,1,0,0,0,1,0,1.0,-0.0
83833,83793,E,0,2,1,0,4,1,0.5555555555555556,0.9182958340544896
83843,83803,C,1,0,1,0,2,0,0.5,1.0
83857,83817,E,0,0,2,0,4,2,1.0,-0.0
83869,83829,E,0,0,1,0,2,1,1.0,-0.0
83873,83833,A,1,0,0,0,1,0,1.0,-0.0
83891,83851,C,0,1,0,1,2,0,0.5,1.0
83903,83863,C,1,0,1,0,2,0,0.5,1.0
83911,83871,B,0,0,1,0,3,2,1.0,-0.0
83921,83881,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
83933,83893,A,0,0,2,0,2,0,1.0,-0.0
83939,83899,C,0,1,0,1,2,0,0.5,1.0
83969,83929,A,0,2,0,0,2,0,1.0,-0.0
83983,83943,B,1,0,0,0,4,3,1.0,-0.0
83987,83947,C,1,0,1,0,2,0,0.5,1.0
84011,83971,C,0,1,0,1,2,0,0.5,1.0
84017,83977,A,0,0,2,0,2,0,1.0,-0.0
84047,84007,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
84053,84013,A,0,2,0,0,2,0,1.0,-0.0
84059,84019,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
84061,84021,E,0,1,1,0,3,1,0.5,1.0
84067,84027,B,2,0,0,0,3,1,1.0,-0.0
84089,84049,A,0,0,2,0,2,0,1.0,-0.0
84121,84081,E,0,0,1,0,2,1,1.0,-0.0
84127,84087,B,0,0,1,0,3,2,1.0,-0.0
84131,84091,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
84137,84097,A,2,0,0,0,2,0,1.0,-0.0
84143,84103,C,1,0,1,0,2,0,0.5,1.0
84163,84123,B,1,0,0,1,4,2,0.5,1.0
84179,84139,C,0,1,0,1,2,0,0.5,1.0
84181,84141,E,1,0,0,0,3,2,1.0,-0.0
84191,84151,C,0,0,3,0,3,0,1.0,-0.0
84199,84159,B,0,0,1,0,5,4,1.0,-0.0
84211,84171,B,1,0,0,0,2,1,1.0,-0.0
84221,84181,A,1,0,0,0,1,0,1.0,-0.0
84223,84183,B,0,0,1,1,3,1,0.5,1.0
84229,84189,E,0,0,3,0,4,1,1.0,-0.0
84239,84199,C,0,0,1,0,1,0,1.0,-0.0
84247,84207,B,1,0,0,0,2,1,1.0,-0.0
84263,84223,C,0,0,1,0,1,0,1.0,-0.0
84299,84259,C,1,0,1,0,2,0,0.5,1.0
84307,84267,B,1,0,0,0,4,3,1.0,-0.0
84313,84273,E,0,1,1,0,3,1,0.5,1.0
84317,84277,A,0,0,0,2,2,0,1.0,-0.0
84319,84279,B,2,0,0,0,3,1,1.0,-0.0
84347,84307,C,0,0,1,0,1,0,1.0,-0.0
84349,84309,E,1,0,0,1,3,1,0.5,1.0
84377,84337,A,0,2,0,2,4,0,0.5,1.0
84389,84349,A,1,0,0,0,1,0,1.0,-0.0
84391,84351,B,0,0,2,0,3,1,1.0,-0.0
84401,84361,A,0,2,0,0,2,0,1.0,-0.0
84407,84367,C,0,1,0,1,2,0,0.5,1.0
84421,84381,E,1,0,0,1,3,1,0.5,1.0
84431,84391,C,0,0,1,0,1,0,1.0,-0.0
84437,84397,A,2,0,0,0,2,0,1.0,-0.0
84443,84403,C,0,1,0,1,2,0,0.5,1.0
84449,84409,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
84457,84417,E,0,1,1,0,3,1,0.5,1.0
84463,84423,B,0,0,0,2,3,1,1.0,-0.0
84467,84427,C,0,0,3,0,3,0,1.0,-0.0
84481,84441,E,1,0,1,0,3,1,0.5,1.0
84499,84459,B,0,0,0,2,3,1,1.0,-0.0
84503,84463,C,0,0,1,0,1,0,1.0,-0.0
84509,84469,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
84521,84481,A,1,0,0,0,1,0,1.0,-0.0
84523,84483,B,0,1,1,0,6,4,0.5,1.0
84533,84493,A,0,0,2,0,2,0,1.0,-0.0
84551,84511,C,1,0,1,0,2,0,0.5,1.0
84559,84519,B,0,0,1,0,3,2,1.0,-0.0
84589,84549,E,0,0,1,0,2,1,1.0,-0.0
84629,84589,A,1,0,0,0,1,0,1.0,-0.0
84631,84591,B,2,0,0,0,5,3,1.0,-0.0
84649,84609,E,0,1,2,0,5,2,0.5555555555555556,0.9182958340544896
84653,84613,A,0,0,0,2,2,0,1.0,-0.0
84659,84619,C,1,0,1,0,2,0,0.5,1.0
84673,84633,E,0,0,0,1,2,1,1.0,-0.0
84691,84651,B,0,1,2,0,4,1,0.5555555555555556,0.9182958340544896
84697,84657,E,0,0,1,0,2,1,1.0,-0.0
84701,84661,A,0,0,2,0,2,0,1.0,-0.0
84713,84673,A,1,0,0,0,1,0,1.0,-0.0
84719,84679,C,1,0,1,0,2,0,0.5,1.0
84731,84691,C,0,0,1,0,1,0,1.0,-0.0
84737,84697,A,1,0,0,0,1,0,1.0,-0.0
84751,84711,B,0,1,1,1,4,1,0.3333333333333333,1.584962500721156
84761,84721,A,1,0,4,0,5,0,0.68,0.7219280948873623
84787,84747,B,1,2,0,0,4,1,0.5555555555555556,0.9182958340544896
84793,84753,E,1,0,1,0,5,3,0.5,1.0
84809,84769,A,0,0,2,0,2,0,1.0,-0.0
84811,84771,B,0,0,0,1,3,2,1.0,-0.0
84827,84787,C,0,0,1,0,1,0,1.0,-0.0
84857,84817,A,0,2,0,0,2,0,1.0,-0.0
84859,84819,B,1,0,2,0,4,1,0.5555555555555556,0.9182958340544896
84869,84829,A,0,2,0,0,2,0,1.0,-0.0
84871,84831,B,0,1,0,0,2,1,1.0,-0.0
84913,84873,E,1,0,1,0,3,1,0.5,1.0
84919,84879,B,0,0,0,1,3,2,1.0,-0.0
84947,84907,C,0,1,0,1,2,0,0.5,1.0
84961,84921,E,0,0,0,1,2,1,1.0,-0.0
84967,84927,B,1,0,0,0,2,1,1.0,-0.0
84977,84937,A,2,0,0,0,2,0,1.0,-0.0
84979,84939,B,0,0,1,1,3,1,0.5,1.0
84991,84951,B,0,0,1,0,3,2,1.0,-0.0
85009,84969,E,0,1,0,0,5,4,1.0,-0.0
85021,84981,E,1,0,1,0,3,1,0.5,1.0
85027,84987,B,0,0,2,1,5,2,0.5555555555555556,0.9182958340544896
85037,84997,A,0,0,0,2,2,0,1.0,-0.0
85049,85009,A,1,0,0,0,1,0,1.0,-0.0
85061,85021,A,1,0,0,0,1,0,1.0,-0.0
85081,85041,E,0,0,1,1,4,2,0.5,1.0
85087,85047,B,0,1,0,0,2,1,1.0,-0.0
85091,85051,C,0,1,0,1,2,0,0.5,1.0
85093,85053,E,0,0,1,0,2,1,1.0,-0.0
85103,85063,C,1,0,1,2,4,0,0.375,1.5
85109,85069,A,2,0,0,0,2,0,1.0,-0.0
85121,85081,A,1,0,0,0,1,0,1.0,-0.0
85133,85093,A,1,0,0,0,1,0,1.0,-0.0
85147,85107,B,0,0,0,2,3,1,1.0,-0.0
85159,85119,B,1,1,0,0,3,1,0.5,1.0
85193,85153,A,0,2,0,0,2,0,1.0,-0.0
85199,85159,C,0,0,1,0,1,0,1.0,-0.0
85201,85161,E,0,0,1,0,2,1,1.0,-0.0
85213,85173,E,0,2,0,1,4,1,0.5555555555555556,0.9182958340544896
85223,85183,C,0,0,3,0,3,0,1.0,-0.0
85229,85189,A,2,0,0,0,2,0,1.0,-0.0
85237,85197,E,1,0,1,0,3,1,0.5,1.0
85243,85203,B,0,0,0,1,3,2,1.0,-0.0
85247,85207,C,1,0,1,0,2,0,0.5,1.0
85259,85219,C,1,0,1,0,2,0,0.5,1.0
85297,85257,E,0,1,0,0,3,2,1.0,-0.0
85303,85263,B,1,1,0,0,3,1,0.5,1.0
85313,85273,A,0,2,0,0,2,0,1.0,-0.0
85331,85291,C,0,0,3,0,3,0,1.0,-0.0
85333,85293,E,1,0,0,0,9,8,1.0,-0.0
85361,85321,A,0,2,0,0,2,0,1.0,-0.0
85363,85323,B,0,1,1,1,4,1,0.3333333333333333,1.584962500721156
85369,85329,E,0,0,2,0,4,2,1.0,-0.0
85381,85341,E,0,0,1,0,2,1,1.0,-0.0
85411,85371,B,1,0,1,1,4,1,0.3333333333333333,1.584962500721156
85427,85387,C,1,0,1,0,2,0,0.5,1.0
85429,85389,E,0,0,0,1,2,1,1.0,-0.0
85439,85399,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
85447,85407,B,0,0,3,1,5,1,0.625,0.8112781244591328
85451,85411,C,0,0,1,0,1,0,1.0,-0.0
85453,85413,E,0,1,0,1,3,1,0.5,1.0
85469,85429,A,1,0,0,0,1,0,1.0,-0.0
85487,85447,C,0,0,1,0,1,0,1.0,-0.0
85513,85473,E,0,1,0,0,3,2,1.0,-0.0
85517,85477,A,0,0,2,0,2,0,1.0,-0.0
85523,85483,C,1,0,1,0,2,0,0.5,1.0
85531,85491,B,0,0,1,2,5,2,0.5555555555555556,0.9182958340544896
85549,85509,E,0,0,0,1,4,3,1.0,-0.0
85571,85531,C,0,0,1,0,1,0,1.0,-0.0
85577,85537,A,0,0,0,2,2,0,1.0,-0.0
85597,85557,E,0,0,3,0,4,1,1.0,-0.0
85601,85561,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
85607,85567,C,0,1,0,1,2,0,0.5,1.0
85619,85579,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
85621,85581,E,1,1,0,0,4,2,0.5,1.0
85627,85587,B,0,0,1,1,3,1,0.5,1.0
85639,85599,B,0,0,1,0,3,2,1.0,-0.0
85643,85603,C,0,0,3,0,3,0,1.0,-0.0
85661,85621,A,1,0,0,0,1,0,1.0,-0.0
85667,85627,C,0,0,1,0,1,0,1.0,-0.0
85669,85629,E,1,1,0,1,4,1,0.3333333333333333,1.584962500721156
85691,85651,C,1,0,1,0,2,0,0.5,1.0
85703,85663,C,0,1,0,1,2,0,0.5,1.0
85711,85671,B,0,0,1,1,5,3,0.5,1.0
85717,85677,E,0,0,0,1,2,1,1.0,-0.0
85733,85693,A,0,0,2,0,2,0,1.0,-0.0
85751,85711,C,0,0,1,0,1,0,1.0,-0.0
85781,85741,A,0,0,0,2,2,0,1.0,-0.0
85793,85753,A,0,2,0,0,2,0,1.0,-0.0
85817,85777,A,0,0,2,0,2,0,1.0,-0.0
85819,85779,B,0,1,0,0,6,5,1.0,-0.0
85829,85789,A,1,0,0,2,3,0,0.5555555555555556,0.9182958340544896
85831,85791,B,1,0,0,0,2,1,1.0,-0.0
85837,85797,E,0,1,0,0,3,2,1.0,-0.0
85843,85803,B,1,1,0,0,3,1,0.5,1.0
85847,85807,C,0,1,0,1,2,0,0.5,1.0
85853,85813,A,1,1,1,1,4,0,0.25,2.0
85889,85849,A,0,2,0,0,2,0,1.0,-0.0
85903,85863,B,1,0,0,0,2,1,1.0,-0.0
85909,85869,E,0,1,1,1,5,2,0.3333333333333333,1.584962500721156
85931,85891,C,1,0,1,0,2,0,0.5,1.0
85933,85893,E,0,0,0,1,2,1,1.0,-0.0
85991,85951,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
85999,85959,B,0,0,0,1,3,2,1.0,-0.0
86011,85971,B,1,0,0,0,2,1,1.0,-0.0
86017,85977,E,0,2,0,0,4,2,1.0,-0.0
86027,85987,C,0,1,0,1,2,0,0.5,1.0
86029,85989,E,0,0,1,0,2,1,1.0,-0.0
86069,86029,A,1,0,0,0,1,0,1.0,-0.0
86077,86037,E,1,1,1,0,4,1,0.3333333333333333,1.584962500721156
86083,86043,B,0,1,1,1,4,1,0.3333333333333333,1.584962500721156
86111,86071,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
86113,86073,E,1,0,0,1,3,1,0.5,1.0
86117,86077,A,1,0,0,0,1,0,1.0,-0.0
86131,86091,B,0,1,0,0,2,1,1.0,-0.0
86137,86097,E,0,1,0,1,3,1,0.5,1.0
86143,86103,B,0,0,1,0,5,4,1.0,-0.0
86161,86121,E,0,0,1,1,4,2,0.5,1.0
86171,86131,C,0,0,1,0,1,0,1.0,-0.0
86179,86139,B,0,1,0,1,4,2,0.5,1.0
86183,86143,C,0,0,1,0,1,0,1.0,-0.0
86197,86157,E,0,0,0,1,4,3,1.0,-0.0
86201,86161,A,1,0,0,0,1,0,1.0,-0.0
86209,86169,E,0,0,1,0,2,1,1.0,-0.0
86239,86199,B,0,0,1,1,3,1,0.5,1.0
86243,86203,C,2,0,1,0,3,0,0.5555555555555556,0.9182958340544896
86249,86209,A,1,0,0,0,1,0,1.0,-0.0
86257,86217,E,0,1,1,0,3,1,0.5,1.0
86263,86223,B,0,2,0,0,3,1,1.0,-0.0
86269,86229,E,1,0,1,1,5,2,0.3333333333333333,1.584962500721156
86287,86247,B,2,0,1,0,5,2,0.5555555555555556,0.9182958340544896
86291,86251,C,0,1,0,1,2,0,0.5,1.0
86293,86253,E,0,0,0,1,2,1,1.0,-0.0
86297,86257,A,1,0,0,0,1,0,1.0,-0.0
86311,86271,B,1,1,0,0,3,1,0.5,1.0
86323,86283,B,0,0,0,1,3,2,1.0,-0.0
86341,86301,E,0,0,2,0,4,2,1.0,-0.0
86351,86311,C,0,0,1,0,1,0,1.0,-0.0
86353,86313,E,0,0,1,0,2,1,1.0,-0.0
86357,86317,A,0,0,2,2,4,0,0.5,1.0
86369,86329,A,0,0,0,2,2,0,1.0,-0.0
86371,86331,B,0,0,2,0,3,1,1.0,-0.0
86381,86341,A,1,0,0,0,1,0,1.0,-0.0
86389,86349,E,0,1,0,1,3,1,0.5,1.0
86399,86359,C,3,0,1,0,4,0,0.625,0.8112781244591328
86413,86373,E,1,0,1,0,5,3,0.5,1.0
86423,86383,C,0,1,0,1,2,0,0.5,1.0
86441,86401,A,0,0,2,0,2,0,1.0,-0.0
86453,86413,A,1,0,0,0,1,0,1.0,-0.0
86461,86421,E,0,0,1,0,2,1,1.0,-0.0
86467,86427,B,1,0,0,1,6,4,0.5,1.0
86477,86437,A,3,0,0,0,3,0,1.0,-0.0
86491,86451,B,0,1,0,0,2,1,1.0,-0.0
86501,86461,A,1,0,0,0,1,0,1.0,-0.0
86509,86469,E,1,1,1,0,4,1,0.3333333333333333,1.584962500721156
86531,86491,C,0,0,1,0,1,0,1.0,-0.0
86533,86493,E,0,1,0,1,3,1,0.5,1.0
86539,86499,B,0,1,1,0,4,2,0.5,1.0
86561,86521,A,0,0,2,0,2,0,1.0,-0.0
86573,86533,A,1,0,0,0,1,0,1.0,-0.0
86579,86539,C,0,0,1,0,1,0,1.0,-0.0
86587,86547,B,0,2,0,0,3,1,1.0,-0.0
86599,86559,B,1,0,1,1,4,1,0.3333333333333333,1.584962500721156
86627,86587,C,0,0,1,0,1,0,1.0,-0.0
86629,86589,E,1,0,0,0,5,4,1.0,-0.0
86677,86637,E,0,0,1,0,2,1,1.0,-0.0
86689,86649,E,0,1,1,0,3,1,0.5,1.0
86693,86653,A,0,0,2,0,2,0,1.0,-0.0
86711,86671,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
86719,86679,B,0,0,1,0,3,2,1.0,-0.0
86729,86689,A,1,0,0,0,1,0,1.0,-0.0
86743,86703,B,0,1,0,0,2,1,1.0,-0.0
86753,86713,A,0,0,0,2,2,0,1.0,-0.0
86767,86727,B,1,0,0,0,2,1,1.0,-0.0
86771,86731,C,1,0,1,0,2,0,0.5,1.0
86783,86743,C,0,0,1,0,1,0,1.0,-0.0
86813,86773,A,0,0,2,0,2,0,1.0,-0.0
86837,86797,A,1,2,0,0,3,0,0.5555555555555556,0.9182958340544896
86843,86803,C,1,0,1,0,2,0,0.5,1.0
86851,86811,B,0,0,1,1,3,1,0.5,1.0
86857,86817,E,1,0,1,0,3,1,0.5,1.0
86861,86821,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
86869,86829,E,0,1,1,0,3,1,0.5,1.0
86923,86883,B,0,1,0,0,2,1,1.0,-0.0
86927,86887,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
86929,86889,E,0,1,0,1,3,1,0.5,1.0
86939,86899,C,1,0,1,0,2,0,0.5,1.0
86951,86911,C,0,1,0,1,2,0,0.5,1.0
86959,86919,B,0,0,1,1,3,1,0.5,1.0
86969,86929,A,1,0,0,0,1,0,1.0,-0.0
86981,86941,A,0,0,0,2,2,0,1.0,-0.0
86993,86953,A,0,2,0,0,2,0,1.0,-0.0
87011,86971,C,0,1,0,1,2,0,0.5,1.0
87013,86973,E,0,1,1,0,3,1,0.5,1.0
87037,86997,E,0,1,0,1,3,1,0.5,1.0
87041,87001,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
87049,87009,E,2,0,0,1,4,1,0.5555555555555556,0.9182958340544896
87071,87031,C,1,0,1,0,2,0,0.5,1.0
87083,87043,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
87103,87063,B,0,1,0,0,2,1,1.0,-0.0
87107,87067,C,0,1,0,1,2,0,0.5,1.0
87119,87079,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
87121,87081,E,0,0,0,1,2,1,1.0,-0.0
87133,87093,E,0,1,0,0,3,2,1.0,-0.0
87149,87109,A,0,0,0,2,2,0,1.0,-0.0
87151,87111,B,0,0,1,0,3,2,1.0,-0.0
87179,87139,C,1,0,1,0,2,0,0.5,1.0
87181,87141,E,1,0,1,0,3,1,0.5,1.0
87187,87147,B,1,0,0,1,4,2,0.5,1.0
87211,87171,B,0,1,2,0,4,1,0.5555555555555556,0.9182958340544896
87221,87181,A,1,0,0,0,1,0,1.0,-0.0
87223,87183,B,1,0,0,0,4,3,1.0,-0.0
87251,87211,C,0,0,1,0,1,0,1.0,-0.0
87253,87213,E,1,0,1,0,3,1,0.5,1.0
87257,87217,A,2,0,0,0,2,0,1.0,-0.0
87277,87237,E,0,0,0,1,6,5,1.0,-0.0
87281,87241,A,0,0,2,2,4,0,0.5,1.0
87293,87253,A,1,0,0,0,1,0,1.0,-0.0
87299,87259,C,0,1,0,1,2,0,0.5,1.0
87313,87273,E,1,0,0,0,3,2,1.0,-0.0
87317,87277,A,1,0,0,0,1,0,1.0,-0.0
87323,87283,C,2,0,1,0,3,0,0.5555555555555556,0.9182958340544896
87337,87297,E,0,1,1,0,3,1,0.5,1.0
87359,87319,C,0,1,0,1,2,0,0.5,1.0
87383,87343,C,1,0,1,0,2,0,0.5,1.0
87403,87363,B,0,1,1,0,4,2,0.5,1.0
87407,87367,C,0,0,3,0,3,0,1.0,-0.0
87421,87381,E,1,0,2,0,5,2,0.5555555555555556,0.9182958340544896
87427,87387,B,0,1,0,0,2,1,1.0,-0.0
87433,87393,E,0,0,1,0,2,1,1.0,-0.0
87443,87403,C,0,0,1,0,1,0,1.0,-0.0
87473,87433,A,1,0,0,0,1,0,1.0,-0.0
87481,87441,E,0,0,0,1,2,1,1.0,-0.0
87491,87451,C,1,0,3,0,4,0,0.625,0.8112781244591328
87509,87469,A,0,0,0,2,2,0,1.0,-0.0
